,identifier/obPropId,LotSizeAcres,address/oneLine,address/postal1,location/latitude,location/longitude,location/distance,summary/propclass,summary/propsubtype,summary/yearbuilt,building/size/universalsize,building/rooms/bathstotal,building/rooms/beds,sale/amount/saleamt,sale/amount/salerecdate,sale/amount/saletranstype,sale/calculation/priceperbed,sale/calculation/pricepersizeunit
4359,24274600000000.0,0.5036,"2860 CROWS NEST CIR, UNIONTOWN, OH 44685",44685,40.971869,-81.418915,39.41,Single Family Residence / Townhouse,RESIDENTIAL,2016,2960,3.0,4,340000,2018-11-01,Resale,85000,115
995,14388200000000.0,0.3444,"2331 BURBANK RD, WOOSTER, OH 44691",44691,40.827901000000004,-81.938591,42.54,Single Family Residence / Townhouse,RESIDENTIAL,1952,1688,2.0,3,130000,2018-10-31,Resale,43333,77
9105,18339600000000.0,1.6,"1281 E AURORA RD, MACEDONIA, OH 44056",44056,41.312861,-81.493212,20.58,Single Family Residence / Townhouse,RESIDENTIAL,1960,1737,2.0,3,177000,2018-10-31,Resale,59000,102
5467,18261600000000.0,1.5496,"4202 SHERIDAN ST, NORTON, OH 44203",44203,41.011646999999996,-81.671318,31.05,Single Family Residence / Townhouse,RESIDENTIAL,1953,1176,1.0,2,139900,2018-10-31,New Construction,69950,119
2285,18334500000000.0,1.8205,"1705 RABER RD, UNIONTOWN, OH 44685",44685,40.96646,-81.461039,38.52,Single Family Residence / Townhouse,RESIDENTIAL,1956,1310,1.0,2,80000,2018-10-30,Resale,40000,61
2420,1400890000000.0,0.2755,"4055 TARLTON AVE, NEW FRANKLIN, OH 44319",44319,40.981703,-81.535878,35.68,Single Family Residence / Townhouse,RESIDENTIAL,1957,1248,2.0,3,95382,2018-10-30,Resale,31794,76
5620,62289939153.0,0.0803,"551 HASTINGS CT, AKRON, OH 44319",44319,41.023648,-81.507749,33.88,Single Family Residence / Townhouse,RESIDENTIAL,1998,1320,2.0,3,159000,2018-10-30,Resale,53000,120
492,18271700000000.0,1.001,"6150 SECREST RD, WOOSTER, OH 44691",44691,40.784621,-81.858535,45.28,Single Family Residence / Townhouse,RESIDENTIAL,1999,1431,3.0,3,199900,2018-10-30,Resale,66633,140
3870,18204800000000.0,3.5,"3451 HEMPHILL RD, NORTON, OH 44203",44203,41.062385,-81.652709,28.07,Single Family Residence / Townhouse,RESIDENTIAL,1960,2714,2.0,4,211500,2018-10-30,Resale,52875,77
2185,18260500000000.0,2.08,"1155 CENTER RD, NEW FRANKLIN, OH 44216",44216,40.952465999999994,-81.575633,36.62,Single Family Residence / Townhouse,RESIDENTIAL,1964,960,1.0,3,105000,2018-10-30,Resale,35000,109
69,2310870000000.0,0.2146,"1254 HURON RD SE, MASSILLON, OH 44646",44646,40.782439000000004,-81.500784,48.96,Single Family Residence / Townhouse,HOUSE,1944,847,1.0,2,10000,2018-10-29,Resale,5000,12
7099,1436140000000.0,1.38,"1674 CAMPBELL RD, NEWTON FALLS, OH 44444",44444,41.198454,-80.957388,49.4,Single Family Residence / Townhouse,RESIDENTIAL,1973,1040,1.0,3,130000,2018-10-29,Resale,43333,125
5031,18263500000000.0,0.0839,"1369 GORGE BLVD, AKRON, OH 44310",44310,41.113698,-81.494085,29.23,Single Family Residence / Townhouse,RESIDENTIAL,1927,936,1.0,3,40000,2018-10-29,Resale,13333,43
1675,32482600000000.0,0.2757,"6147 LLANFAIR ST SW, MASSILLON, OH 44646",44646,40.8146,-81.49852,46.95,Single Family Residence / Townhouse,HOUSE,2018,2152,3.0,3,213600,2018-10-29,New Construction,0,0
9588,18206400000000.0,0.2927,"10038 BELMEADOW DR, TWINSBURG, OH 44087",44087,41.342278,-81.461898,21.32,Single Family Residence / Townhouse,RESIDENTIAL,1968,1648,2.0,3,205000,2018-10-29,Resale,68333,124
6682,173999000000.0,0.3,"216 WOODLAND ST, WELLINGTON, OH 44090",44090,41.158313,-82.22097600000001,27.4,Single Family Residence / Townhouse,HOUSE,1998,1352,2.0,3,166800,2018-10-29,Resale,55600,123
3618,14130500000000.0,0.3719,"616 YERRICK RD, AKRON, OH 44312",44312,41.046278,-81.447985,34.37,Single Family Residence / Townhouse,RESIDENTIAL,1931,1352,1.0,3,125000,2018-10-25,Resale,41667,92
118,18202700000000.0,0.1653,"4702 13TH ST SW, CANTON, OH 44710",44710,40.788927,-81.43360600000001,49.97,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1953,1248,1.0,2,36000,2018-10-25,Nominal - Non/Arms Length Sale,18000,29
9826,506782000000.0,0.36,"333 N PORTAGE PATH UNIT 26, AKRON, OH 44303",44303,41.105944,-81.54758100000001,27.98,Single Family Residence / Townhouse,HOUSE,1980,3034,3.0,3,350000,2018-10-25,Resale,116667,115
1568,15273800000000.0,0.5051,"6057 REDFORD RD NW, NORTH CANTON, OH 44720",44720,40.89578,-81.461185,42.74,Single Family Residence / Townhouse,HOUSE,1975,2328,3.0,4,223000,2018-10-24,Resale,55750,96
9834,18258300000000.0,0.2293,"1633 BREIDING RD, AKRON, OH 44310",44310,41.108466,-81.475016,30.14,Single Family Residence / Townhouse,RESIDENTIAL,1947,672,1.0,3,47500,2018-10-24,Resale,15833,71
9024,18342300000000.0,0.764,"14894 MERLIN OVAL, NORTH ROYALTON, OH 44133",44133,41.308678,-81.773053,9.97,Single Family Residence / Townhouse,RESIDENTIAL,1992,2750,3.0,4,390000,2018-10-23,Resale,97500,142
4768,15123900000000.0,0.6022,"3674 N SUNNYFIELD DR, COPLEY, OH 44321",44321,41.096841,-81.64881899999999,25.96,Single Family Residence / Townhouse,RESIDENTIAL,1958,1032,1.0,3,146500,2018-10-23,Resale,48833,142
8367,18205800000000.0,2.42,"3260 OLD MILL RD, HUDSON, OH 44236",44236,41.285449,-81.39595,25.96,Single Family Residence / Townhouse,RESIDENTIAL,1998,1612,2.0,3,290000,2018-10-23,Resale,96667,180
9835,772647000000.0,0.2824,"203 NORTH AVE, TALLMADGE, OH 44278",44278,41.107764,-81.440837,31.36,Single Family Residence / Townhouse,RESIDENTIAL,1965,1998,3.0,4,179900,2018-10-23,Resale,44975,90
4625,2328330000000.0,0.1842,"120 WESTWOOD AVE, AKRON, OH 44302",44302,41.089626,-81.53634100000001,29.24,Single Family Residence / Townhouse,RESIDENTIAL,1993,1428,2.0,3,80000,2018-10-23,Resale,26667,56
4502,1725720000000.0,0.0735,"548 EASTLAND AVE, AKRON, OH 44305",44305,41.080185,-81.473547,31.7,Single Family Residence / Townhouse,RESIDENTIAL,1929,1174,1.0,3,18500,2018-10-22,Resale,6167,16
1164,14252800000000.0,0.1193,"3916 VERNON AVE NW, CANTON, OH 44709",44709,40.84215,-81.384918,47.93,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1927,1200,1.0,3,67900,2018-10-22,Resale,22633,57
6276,5480320000000.0,0.2089,"2698 RHOADESDALE AVE, AKRON, OH 44312",44312,41.039739000000004,-81.430024,35.3,Single Family Residence / Townhouse,RESIDENTIAL,1958,960,1.0,3,44100,2018-10-22,REO (Transfer to Lender),14700,46
6421,1938020000000.0,0.1084,"755 RAVENSWOOD ST, AKRON, OH 44306",44306,41.045922,-81.484674,33.26,Single Family Residence / Townhouse,RESIDENTIAL,1927,704,1.0,2,41500,2018-10-19,Resale,20750,59
6932,18206400000000.0,0.5399,"4065 GLENRICH CIR, STOW, OH 44224",44224,41.179167,-81.470249,26.79,Single Family Residence / Townhouse,RESIDENTIAL,1997,1765,2.0,3,240100,2018-10-19,Resale,80033,136
4341,18260800000000.0,0.5568,"1855 SAWGRASS DR, UNIONTOWN, OH 44685",44685,40.969246000000005,-81.455129,38.52,Single Family Residence / Townhouse,RESIDENTIAL,1989,3834,3.0,3,350000,2018-10-19,Resale,116667,91
978,14796700000000.0,0.1398,"1611 RIDGEWAY PL NW, CANTON, OH 44709",44709,40.826371,-81.389487,48.75,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1950,1580,1.0,4,82000,2018-10-19,Resale,20500,52
6595,18204800000000.0,4.55,"653 CRYSTAL LAKE RD, AKRON, OH 44333",44333,41.153816,-81.656572,22.23,Single Family Residence / Townhouse,RESIDENTIAL,1831,1404,2.0,4,222700,2018-10-17,Resale,55675,159
3256,4132970000000.0,0.9187,"810 SKYSIDE DR, CLINTON, OH 44216",44216,40.912357,-81.501087,40.77,Single Family Residence / Townhouse,RESIDENTIAL,1977,1706,3.0,3,182000,2018-10-17,Resale,60667,107
8013,18206800000000.0,0.1212,"408 LARKIN AVE, AKRON, OH 44305",44305,41.069727,-81.449621,33.05,Single Family Residence / Townhouse,RESIDENTIAL,1955,1144,1.0,3,50000,2018-10-16,Resale,16667,44
1044,1714710000000.0,0.1377,"930 NORTHVIEW DR, WOOSTER, OH 44691",44691,40.831517,-81.927813,42.23,Single Family Residence / Townhouse,RESIDENTIAL,1952,936,2.0,2,97000,2018-10-16,Resale,48500,104
9995,14393400000000.0,1.0009,"1165 E HOWE RD, TALLMADGE, OH 44278",44278,41.118072,-81.39742,32.45,Single Family Residence / Townhouse,RESIDENTIAL,1950,960,1.0,2,123000,2018-10-16,Resale,61500,128
4928,18262300000000.0,0.1804,"162 KENT DR, TALLMADGE, OH 44278",44278,41.106559999999995,-81.43585,31.6,Single Family Residence / Townhouse,RESIDENTIAL,1949,1115,1.0,2,30500,2018-10-16,Resale,15250,27
8268,2093530000000.0,2.0,"4498 HELSEY FUSSELMAN RD, SOUTHINGTON, OH 44470",44470,41.279725,-80.969047,47.17,Single Family Residence / Townhouse,RESIDENTIAL,1958,1044,1.0,3,68020,2018-10-15,Resale,22673,65
8874,2310430000000.0,0.98,"1187 SHARON COPLEY RD, WADSWORTH, OH 44281",44281,41.099273,-81.733457,24.34,Single Family Residence / Townhouse,HOUSE,1940,1113,1.0,1,125000,2018-10-12,Resale,125000,112
7931,14811239153.0,0.1309,"852 AMHERST ST, AKRON, OH 44311",44311,41.063705,-81.533147,30.83,Single Family Residence / Townhouse,RESIDENTIAL,1903,1204,1.0,3,14000,2018-10-12,Resale,4667,12
1728,18198400000000.0,0.1334,"912 CONCORD DR, WOOSTER, OH 44691",44691,40.818973,-81.95521,43.25,Single Family Residence / Townhouse,RESIDENTIAL,1992,1320,3.0,3,141000,2018-10-12,Resale,47000,107
4644,18261900000000.0,1.0744,"1066 EASTLAND AVE, AKRON, OH 44305",44305,41.089728,-81.459717,31.65,Single Family Residence / Townhouse,RESIDENTIAL,1993,1176,2.0,3,167900,2018-10-12,Resale,55967,143
8146,18207100000000.0,0.1515,"994 GREENWOOD AVE, AKRON, OH 44320",44320,41.079931,-81.566229,28.97,Single Family Residence / Townhouse,RESIDENTIAL,1944,1100,1.0,3,33000,2018-10-12,Construction Loan/Financing,11000,30
6484,15374800000000.0,0.1028,"1057 INMAN ST, AKRON, OH 44306",44306,41.04954,-81.49979499999999,32.6,Single Family Residence / Townhouse,RESIDENTIAL,1951,1228,1.0,4,88960,2018-10-12,Resale,44480,74
3094,14746600000000.0,0.3107,"7082 SPRUCEWOOD AVE NW, NORTH CANTON, OH 44720",44720,40.883793,-81.44967199999999,43.76,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1996,1840,3.0,3,232500,2018-10-12,Resale,77500,126
6928,1591420000000.0,0.5659,"4057 GLENRICH CIR, STOW, OH 44224",44224,41.179031,-81.470403,26.8,Single Family Residence / Townhouse,RESIDENTIAL,1999,2192,3.0,3,270000,2018-10-12,Resale,90000,123
9854,18264100000000.0,0.3274,"151 HOLLYWOOD AVE, AKRON, OH 44313",44313,41.108639000000004,-81.558408,27.51,Single Family Residence / Townhouse,RESIDENTIAL,1958,2676,3.0,4,297000,2018-10-12,Resale,74250,111
985,2589360000000.0,0.1908,"2036 29TH ST NE, CANTON, OH 44705",44705,40.82757,-81.347712,49.79,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1948,1008,1.0,3,49000,2018-10-11,Resale,24500,49
2097,15510500000000.0,0.3485,"10140 SOUTHWYCK AVE NW, NORTH CANTON, OH 44720",44720,40.932551000000004,-81.41069300000001,41.91,Single Family Residence / Townhouse,HOUSE,2003,2206,3.0,3,279900,2018-10-11,Resale,93300,127
4345,4716330000000.0,0.1215,"63 S MAIN ST, RITTMAN, OH 44270",44270,40.971528,-81.781763,32.58,Single Family Residence / Townhouse,RESIDENTIAL,1927,1174,2.0,2,60000,2018-10-11,Resale,30000,51
1755,2049470000000.0,0.2732,"3011 21ST ST NW, CANTON, OH 44708",44708,40.821956,-81.407116,48.57,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1951,910,1.0,2,70000,2018-10-11,Resale,35000,77
7979,3698230000000.0,0.5014,"2382 KERMIT AVE, AKRON, OH 44305",44305,41.067445,-81.437804,33.56,Single Family Residence / Townhouse,RESIDENTIAL,1984,1518,2.0,2,73000,2018-10-10,Resale,36500,48
1272,3716250000000.0,0.2227,"1415 ASHTON WAY, WOOSTER, OH 44691",44691,40.854989,-81.931117,40.64,Single Family Residence / Townhouse,RESIDENTIAL,2004,1296,2.0,2,182000,2018-10-09,Resale,91000,140
8912,3696170000000.0,0.57,"419 W MAIN ST, SPENCER, OH 44275",44275,41.100045,-82.130865,27.66,Single Family Residence / Townhouse,HOUSE,1968,1880,3.0,5,110000,2018-10-09,Resale,22000,59
3018,14893400000000.0,0.3409,"6449 PINE BLUFF AVE NE, CANTON, OH 44721",44721,40.876564,-81.35073,46.86,Single Family Residence / Townhouse,HOUSE,2009,2880,4.0,4,275000,2018-10-09,Resale,68750,95
1222,2323190000000.0,0.4545,"5481 MAUREEN DR NW, CANTON, OH 44718",44718,40.849785,-81.45111700000001,45.8,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1974,1344,2.0,2,130000,2018-10-09,Resale,65000,97
9618,5040030000000.0,0.2612,"1645 KASSERINE CT, TWINSBURG, OH 44087",44087,41.344097,-81.46962099999999,20.9,Single Family Residence / Townhouse,RESIDENTIAL,1984,2080,2.0,3,233500,2018-10-05,Resale,77833,112
5,18349900000000.0,0.757,"5353 MILLERSBURG RD, WOOSTER, OH 44691",44691,40.731927,-81.93938299999999,49.13,Single Family Residence / Townhouse,RESIDENTIAL,1962,1144,2.0,3,164000,2018-10-05,Resale,54667,143
3420,24275200000000.0,0.4694,"1986 NEWTON ST, BARBERTON, OH 44203",44203,41.036617,-81.597318,30.85,Single Family Residence / Townhouse,RESIDENTIAL,0,0,0.0,0,9100,2018-10-05,Nominal - Non/Arms Length Sale,0,0
3602,18263100000000.0,0.1147,"1151 AUSTIN AVE, AKRON, OH 44306",44306,41.045707,-81.48581800000001,33.23,Single Family Residence / Townhouse,RESIDENTIAL,1959,960,1.0,2,1100,2018-10-05,Resale,550,1
5612,18263700000000.0,0.48,"1756 S ARLINGTON ST, AKRON, OH 44306",44306,41.024059,-81.49175799999999,34.3,Single Family Residence / Townhouse,RESIDENTIAL,1953,732,1.0,1,57000,2018-10-05,Resale,57000,78
5302,14717300000000.0,0.1942,"720 CHESTNUT BLVD, CUYAHOGA FALLS, OH 44221",44221,41.128547,-81.491522,28.53,Single Family Residence / Townhouse,RESIDENTIAL,1919,2133,2.0,3,204500,2018-10-04,Resale,68167,96
3583,856116000000.0,0.1313,"1182 ADA ST, AKRON, OH 44306",44306,41.045427000000004,-81.501238,32.8,Single Family Residence / Townhouse,RESIDENTIAL,1942,1200,2.0,3,75000,2018-10-04,Resale,25000,63
8998,14938100000000.0,1.0,"3122 STATE ROUTE 534, SOUTHINGTON, OH 44470",44470,41.305293,-80.955539,47.47,Single Family Residence / Townhouse,RESIDENTIAL,1940,1532,1.0,3,110000,2018-10-04,Resale,36667,72
4293,18260700000000.0,0.4821,"4661 TAHITI DR, AKRON, OH 44319",44319,40.963333,-81.530096,36.94,Single Family Residence / Townhouse,RESIDENTIAL,1962,1363,2.0,3,206000,2018-10-03,Resale,68667,151
2333,14281200000000.0,0.32,"148 W MARION ST, DOYLESTOWN, OH 44230",44230,40.970907000000004,-81.698139,33.38,Single Family Residence / Townhouse,RESIDENTIAL,1874,1418,2.0,3,118000,2018-10-03,Resale,39333,83
5435,4524450000000.0,0.4013,"326 LOMA DR, AKRON, OH 44319",44319,41.009409999999995,-81.534982,34.01,Single Family Residence / Townhouse,RESIDENTIAL,1953,912,1.0,3,148500,2018-10-03,Resale,49500,163
6658,18357200000000.0,0.5312,"3050 SILVERVIEW DR, STOW, OH 44224",44224,41.157709000000004,-81.452432,28.48,Single Family Residence / Townhouse,RESIDENTIAL,1956,1990,4.0,3,295500,2018-10-02,Resale,98500,148
3589,149532000000.0,0.1157,"1370 ASTER AVE, AKRON, OH 44301",44301,41.045658,-81.515722,32.37,Single Family Residence / Townhouse,RESIDENTIAL,1922,1714,1.0,3,68900,2018-10-01,Resale,22967,40
5112,14797100000000.0,0.1263,"1192 MOUNT VERNON AVE, AKRON, OH 44310",44310,41.118097999999996,-81.50128199999999,28.75,Single Family Residence / Townhouse,RESIDENTIAL,1924,1092,1.0,4,83000,2018-10-01,Resale,20750,76
8135,230544000000.0,0.0895,"1104 VALDES AVE, AKRON, OH 44320",44320,41.079544,-81.574145,28.79,Single Family Residence / Townhouse,RESIDENTIAL,1950,1008,1.0,3,39930,2018-10-01,Resale,13310,40
7079,18248200000000.0,1.0122,"1342 MOCKINGBIRD DR, KENT, OH 44240",44240,41.19936,-81.345642,31.12,Single Family Residence / Townhouse,RESIDENTIAL,1970,3159,6.0,4,627000,2018-10-01,Resale,156750,198
561,18211000000000.0,0.247,"291 MILL ST S, DALTON, OH 44618",44618,40.793572999999995,-81.694035,45.4,Single Family Residence / Townhouse,RESIDENTIAL,1910,1450,1.0,2,125000,2018-10-01,Resale,62500,86
4732,1558280000000.0,0.3444,"240 FAWNWOOD DR, TALLMADGE, OH 44278",44278,41.094188,-81.408951,33.18,Single Family Residence / Townhouse,RESIDENTIAL,1972,1828,2.0,4,193000,2018-10-01,Resale,48250,106
3052,18271900000000.0,0.46,"6692 CLEVELAND RD, WOOSTER, OH 44691",44691,40.880759000000005,-81.919493,38.81,Single Family Residence / Townhouse,RESIDENTIAL,1950,2360,4.0,6,47500,2018-10-01,Resale,7917,20
302,14102400000000.0,0.0675,"2710 7TH ST NW, CANTON, OH 44708",44708,40.805099,-81.404657,49.66,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1910,1161,1.0,2,52500,2018-10-01,Resale,26250,56
654,2539940000000.0,0.1171,"313 ROSLYN AVE NW, CANTON, OH 44708",44708,40.801277,-81.412204,49.71,Single Family Residence / Townhouse,HOUSE,1922,1560,2.0,4,60030,2018-09-28,REO (Transfer to Lender),15008,38
3578,18260100000000.0,0.124,"1255 KELLOGG AVE, AKRON, OH 44314",44314,41.045232,-81.573063,30.89,Single Family Residence / Townhouse,RESIDENTIAL,1966,1056,1.0,3,32040,2018-09-28,Resale,10680,30
4761,305598000000.0,0.31,"4887 KELLY AVE, ROOTSTOWN, OH 44272",44272,41.095625,-81.21766099999999,40.67,Single Family Residence / Townhouse,RESIDENTIAL,2002,2029,3.0,4,206500,2018-09-28,Resale,51625,102
4215,1695180000000.0,0.1722,"117 STRAWBERRY HL, RITTMAN, OH 44270",44270,40.954737,-81.773252,33.78,Single Family Residence / Townhouse,RESIDENTIAL,1985,816,1.0,2,46500,2018-09-28,Resale,23250,57
987,18201800000000.0,3.4091,"2440 GLENMONT RD NW, CANTON, OH 44708",44708,40.826963,-81.43946,47.48,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1937,2235,3.0,4,215000,2018-09-28,Resale,53750,96
3446,1767430000000.0,0.344,"302 YOUNG DR, LODI, OH 44254",44254,41.037633,-82.002887,28.92,Single Family Residence / Townhouse,HOUSE,1960,1222,1.0,3,149000,2018-09-28,Resale,49667,122
200,3702200000000.0,0.1085,"130 PROSPECT ST, WOOSTER, OH 44691",44691,40.797433000000005,-81.930359,44.58,Single Family Residence / Townhouse,RESIDENTIAL,1928,1248,1.0,3,66000,2018-09-28,Resale,22000,53
8096,1030490000000.0,0.1322,"1207 ROSLYN AVE, AKRON, OH 44320",44320,41.075305,-81.56724799999999,29.22,Single Family Residence / Townhouse,RESIDENTIAL,1983,1190,2.0,3,85000,2018-09-28,Resale,28333,71
5081,4684800000000.0,0.124,"1150 JUNIPER AVE, AKRON, OH 44310",44310,41.116801,-81.496208,28.99,Single Family Residence / Townhouse,RESIDENTIAL,1965,1144,2.0,2,86000,2018-09-28,Resale,43000,75
2616,18315900000000.0,1.17,"220 PLYMOUTH EAST RD, GREENWICH, OH 44837",44837,41.009822,-82.574237,48.01,Single Family Residence / Townhouse,HOUSE,1976,1344,1.0,3,117000,2018-09-28,Resale,39000,87
3331,3669980000000.0,0.142,"2018 S MAIN ST, AKRON, OH 44301",44301,41.032042,-81.52709899999999,32.86,Single Family Residence / Townhouse,HOUSE,1910,1585,1.0,2,44560,2018-09-28,Resale,22280,28
2311,2547850000000.0,0.462,"2969 LONDONBURY ST NW, UNIONTOWN, OH 44685",44685,40.967043,-81.39713,40.34,Single Family Residence / Townhouse,HOUSE,2007,3204,5.0,4,360000,2018-09-28,Resale,90000,112
3306,2327770000000.0,0.3375,"114 BAKER ST, LODI, OH 44254",44254,41.030449,-82.004768,29.42,Single Family Residence / Townhouse,HOUSE,1943,2076,2.0,3,182500,2018-09-27,Resale,60833,88
3098,944426000000.0,0.2057,"9756 EMERALD HILL ST NW, CANAL FULTON, OH 44614",44614,40.884988,-81.53099300000001,41.82,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,2004,2285,3.0,4,226500,2018-09-27,Resale,56625,99
5379,1591420000000.0,0.3271,"728 MESA VERDE DR, BARBERTON, OH 44203",44203,41.000454,-81.579942,33.5,Single Family Residence / Townhouse,RESIDENTIAL,1999,1854,3.0,3,100000,2018-09-27,Nominal - Non/Arms Length Sale,33333,54
803,2533170000000.0,0.1084,"2613 ABBOTT PL NW, CANTON, OH 44708",44708,40.810885999999996,-81.403053,49.34,Single Family Residence / Townhouse,HOUSE,1923,1300,1.0,3,69500,2018-09-27,Resale,23167,53
1034,18272900000000.0,0.3444,"1531 SUNSET LN, WOOSTER, OH 44691",44691,40.831911,-81.91620400000001,42.15,Single Family Residence / Townhouse,RESIDENTIAL,1969,1224,3.0,4,130000,2018-09-26,Resale,32500,106
55,18270900000000.0,5.0,"3219 SYLVAN RD, WOOSTER, OH 44691",44691,40.77711,-81.896856,45.86,Single Family Residence / Townhouse,RESIDENTIAL,2010,1980,2.0,3,235000,2018-09-26,Resale,78333,119
163,24581900000000.0,6.4,"DEERMONT AVE NW, MASSILLON, OH 44647",44647,40.794509999999995,-81.56658,47.0,Single Family Residence / Townhouse,RESIDENTIAL,0,0,0.0,0,36000,2018-09-26,Nominal - Non/Arms Length Sale,0,0
8633,14637000000000.0,0.4224,"729 TREAT BLVD, TALLMADGE, OH 44278",44278,41.08464,-81.415441,33.43,Single Family Residence / Townhouse,RESIDENTIAL,1959,894,1.0,2,129900,2018-09-26,Resale,64950,145
8911,18330200000000.0,4.94,"6427 STATE RD, WADSWORTH, OH 44281",44281,41.10004,-81.71596600000001,24.54,Single Family Residence / Townhouse,HOUSE,1984,3670,3.0,3,440000,2018-09-26,Resale,146667,120
4527,18263900000000.0,0.42700000000000005,"2322 SAVOY AVE, AKRON, OH 44305",44305,41.081794,-81.43451400000001,32.92,Single Family Residence / Townhouse,RESIDENTIAL,2000,2348,3.0,3,186500,2018-09-25,Resale,62167,79
5837,22113400000000.0,0.287,"3874 POPLAR LN, KENT, OH 44240",44240,41.13515,-81.34291999999999,33.82,Single Family Residence / Townhouse,RESIDENTIAL,2014,2384,4.0,4,260500,2018-09-25,Resale,65125,109
3957,176113000000.0,0.1212,"422 NEWELL AVE, AKRON, OH 44305",44305,41.070098,-81.44857900000001,33.06,Single Family Residence / Townhouse,RESIDENTIAL,1924,806,1.0,2,71000,2018-09-25,Resale,35500,88
7367,18247700000000.0,0.6890000000000001,"1733 STATE ROUTE 303, STREETSBORO, OH 44241",44241,41.239187,-81.331862,30.36,Single Family Residence / Townhouse,RESIDENTIAL,1900,3084,2.0,4,93334,2018-09-24,REO (Transfer to Lender),23334,30
3329,18264100000000.0,0.1033,"2007 CLAIRMONT AVE, AKRON, OH 44301",44301,41.032001,-81.524765,32.92,Single Family Residence / Townhouse,RESIDENTIAL,1928,616,1.0,2,52000,2018-09-24,Resale,26000,84
4122,4428650000000.0,1.0,"6488 FRANKLIN CHURCH RD, GREENWICH, OH 44837",44837,40.931293,-82.47475899999999,47.89,Single Family Residence / Townhouse,,1972,1400,1.5,3,540000,2018-09-24,Resale,180000,386
